"parental_education","family_income","internet_access","study_environment","study_hours_per_day","attendance_rate","sleep_hours","social_media_hours","assignment_completion_rate","participation_score","online_courses_completed","tutoring","pass"
"High School","Medium","Yes","Quiet",5.02,80.3,6.3,1.8,95.7,49,3,"No",1
"Bachelor","High","Yes","Moderate",4.33,92.4,8.94,4.3,73.8,73.5,2,"No",1
"Master","Medium","Yes","Quiet",3.21,95.2,6.4,2.6,79.3,73.1,2,"No",1
"Bachelor","Low","Yes","Moderate",2.3,74.7,7.89,0.5,73.5,47.8,0,"No",1
"High School","Medium","Yes","Moderate",3.04,83.9,5.01,3,87.2,61.4,2,"Yes",1
"Master","Low","Yes","Quiet",3.04,69.8,7.91,3.3,100,70.8,2,"Yes",1
"High School","Low","Yes","Quiet",2.8,64.7,10,1.7,81.2,87.4,3,"No",1
"High School","Medium","No","Noisy",2.55,88.2,5.59,2,72.4,61.4,1,"No",1
"Master","Low","Yes","Quiet",4.54,95.2,5.9,1.9,74,85.7,3,"No",1
"Master","High","Yes","Quiet",2.29,97.9,7.31,0.6,82.7,63.8,1,"No",1
"Master","Low","Yes","Quiet",5.5,86.6,5.72,1.8,97,68.8,1,"No",1
"Master","Low","Yes","Noisy",1.81,100,8.37,1.7,63.5,64.9,4,"No",1
"Bachelor","High","Yes","Moderate",2.49,74.8,6.46,3.7,65.2,85.4,4,"No",1
"Bachelor","Medium","Yes","Quiet",4,90.9,7.29,2.1,86.4,83,4,"No",1
"Master","Medium","Yes","Moderate",3.69,80.3,7.63,3.8,95.1,93.4,4,"No",1
"Master","Low","Yes","Moderate",4.42,86,6.7,1.8,91.4,38.4,0,"No",1
"Master","High","Yes","Moderate",4.83,85.6,5.21,1.3,69.2,78.1,1,"No",1
"Master","Low","Yes","Moderate",4.14,89.5,6.65,1.3,85.5,74.5,4,"No",1
"High School","Low","Yes","Noisy",4.38,94.6,7.07,2.1,86.3,88.9,1,"No",1
"High School","Low","Yes","Noisy",5.27,94.6,9.06,1.2,100,82.8,2,"No",1
"High School","Medium","Yes","Noisy",2.35,86.5,8.05,3.3,60.1,72.3,2,"Yes",1
"High School","Medium","Yes","Noisy",4.01,92,8.3,4.5,63.1,78.7,0,"No",1
"High School","Low","Yes","Noisy",4.19,75.6,7.3,0,61.4,94.2,4,"Yes",1
"PhD","Medium","Yes","Moderate",4.64,97.3,7.16,1.3,78.7,66.6,4,"No",1
"High School","Medium","Yes","Moderate",4.06,100,6.82,0,100,81.5,0,"No",1
"High School","Low","Yes","Quiet",2.1,77.1,8.76,0,86.3,74.8,2,"Yes",1
"High School","Low","Yes","Quiet",4.85,86.9,6.94,1.2,69.5,86.3,2,"Yes",1
"Master","Low","Yes","Moderate",4.06,88.3,7.1,4.2,65.8,39,1,"Yes",1
"High School","Medium","Yes","Quiet",4.13,72.5,5.08,3.6,79.6,88.5,3,"No",1
"Master","Medium","Yes","Quiet",4.37,90.5,6.18,2.9,96.3,62.7,1,"No",1
"Bachelor","Low","No","Quiet",3.14,92.2,7.13,1.7,85.4,64.1,2,"No",1
"High School","Medium","Yes","Quiet",4.65,73.7,7.08,1.8,99,49.2,1,"Yes",1
"Bachelor","Low","Yes","Quiet",3.88,80,7.88,1.2,72.5,61.4,2,"No",1
"PhD","Medium","Yes","Noisy",2.72,100,8.19,3.8,70.9,85.3,0,"Yes",1
"Master","Low","Yes","Moderate",4.74,78.6,8.88,4.2,79.8,75.7,2,"Yes",1
"Master","Medium","Yes","Quiet",3.97,98.2,7.27,4.3,85.9,53.7,2,"No",1
"Master","Medium","Yes","Noisy",4.37,86,6.44,5.6,89.2,56.8,2,"No",1
"Bachelor","Medium","Yes","Moderate",3.15,90.3,8.26,1.7,91.2,45.7,4,"No",1
"Bachelor","Medium","No","Moderate",3.89,92.4,7.07,1.9,79.2,70.8,1,"Yes",1
"High School","Medium","Yes","Moderate",3.26,88.7,6.81,4.2,92.9,89.7,2,"No",1
"Bachelor","Medium","Yes","Quiet",4.97,67.4,8.55,0.1,40.5,75.7,1,"Yes",1
"Bachelor","Medium","Yes","Quiet",4.03,85.9,7.32,4.1,72.2,57.5,5,"Yes",1
"High School","High","Yes","Quiet",3.68,89.3,6.73,2.6,82.6,73.4,2,"No",1
"Bachelor","Low","Yes","Noisy",4.14,80,6.51,5.1,89.7,75.5,1,"Yes",1
"Bachelor","Medium","Yes","Quiet",3.76,91,6.66,4,74.7,91.6,4,"No",1
"High School","Medium","Yes","Noisy",3.2,100,6.64,0.9,79.7,84,2,"No",1
"High School","Low","Yes","Moderate",4.5,95.5,7.07,0.4,63.2,73.7,2,"Yes",1
"Bachelor","Medium","Yes","Moderate",3.63,84.9,6.91,3.6,80.5,60.2,2,"No",1
"Bachelor","Low","No","Moderate",3.01,79.8,4.49,3.2,92.1,40.1,4,"No",1
"Bachelor","Medium","Yes","Moderate",3.19,87.4,7.68,4.5,84.9,88.2,0,"No",1
"High School","Medium","Yes","Quiet",3.61,94.1,6.88,2.9,84.1,93.5,3,"No",1
"High School","Low","No","Quiet",3.61,86.1,5.72,2.3,81.1,50.7,3,"No",1
"Bachelor","High","Yes","Quiet",4.57,67.3,6.7,1.5,69.1,74.3,3,"Yes",1
"Bachelor","Low","Yes","Quiet",2.65,88.1,8.85,1.4,55.3,81.3,0,"No",1
"Bachelor","Low","Yes","Moderate",2.62,80.6,7.23,3.1,77.8,95.3,1,"No",1
"Bachelor","Medium","Yes","Noisy",3.51,77,8.96,3,75.7,83.1,2,"No",1
"Bachelor","Medium","No","Quiet",4.69,75.9,6.54,2.3,62.2,74.3,3,"No",1
"High School","Medium","Yes","Noisy",3.39,74.6,7.25,1.4,87.1,51.3,2,"Yes",1
"Master","Medium","No","Moderate",2.39,91,8.08,3.4,85.6,80.3,6,"No",1
"Bachelor","Low","Yes","Quiet",3.07,75.4,8.94,2.9,76.3,66.9,2,"No",1
"Bachelor","Low","Yes","Quiet",3.52,80.6,7.89,2.5,83.1,33.7,0,"No",1
"High School","Medium","Yes","Moderate",4.24,71.4,8.27,0.6,91,53.8,1,"No",1
"Master","Low","Yes","Quiet",4.15,100,6.83,1.8,100,51.3,0,"Yes",1
"High School","Low","Yes","Moderate",4.14,66.8,6.82,3.9,100,88.2,1,"No",1
"High School","Medium","Yes","Quiet",2.6,80.1,9.53,0.1,100,53,2,"Yes",1
"Bachelor","High","Yes","Moderate",3.38,91.3,8.3,2.2,99.4,63.7,2,"No",1
"High School","Low","Yes","Quiet",3.35,84.3,6.16,1.3,81.9,86.4,1,"Yes",1
"Master","Low","Yes","Moderate",4.06,89.4,6.08,1.3,60.9,72.7,2,"No",1
"Bachelor","Low","Yes","Quiet",5.12,68.2,7.61,0,85.3,60.6,4,"No",1
"High School","Medium","Yes","Quiet",3.22,99.7,7.46,5.9,92.3,71,2,"No",1
"High School","Low","Yes","Quiet",3.67,66.6,7.56,2.5,100,62.5,1,"No",1
"Master","High","Yes","Quiet",2.76,91.3,7.02,2.8,97.4,50.9,0,"Yes",1
"Bachelor","Medium","Yes","Quiet",6.12,92.3,8.51,3,82.8,79,5,"No",1
"High School","Medium","Yes","Quiet",4.51,94,4.89,4,75.3,63.7,2,"Yes",1
"Bachelor","Low","Yes","Quiet",4.37,85.4,7.73,2,52.5,58.3,2,"No",1
"Bachelor","Low","Yes","Noisy",3.31,93.2,7.41,5.5,100,91.4,3,"No",1
"Master","High","Yes","Moderate",5.45,96.7,7.21,1.5,100,94.3,1,"No",1
"High School","Medium","Yes","Noisy",4.16,83.6,6.94,1.4,76,69.4,0,"Yes",1
"Bachelor","Medium","Yes","Quiet",1.37,84.7,6.85,1.8,88.5,59.3,2,"No",1
"Bachelor","High","Yes","Noisy",5.06,79.8,6.89,4.1,47.9,61.1,2,"No",1
"High School","High","Yes","Moderate",4.51,79.6,6.48,3.8,97.6,52.7,2,"No",1
"Master","Medium","Yes","Moderate",2.9,89.1,5.34,0,100,69.1,2,"No",1
"Master","High","Yes","Moderate",3.23,90.4,6.83,3.3,88.8,53.7,1,"Yes",1
"Bachelor","Medium","Yes","Quiet",4.7,68.8,7.84,3.3,64.5,86,1,"Yes",1
"Bachelor","Medium","Yes","Noisy",4.28,93.6,5.82,4.1,87.2,79.1,0,"No",1
"Master","Low","No","Moderate",2.5,74.4,6.49,2,81.8,53.9,1,"No",1
"Bachelor","High","Yes","Noisy",2.36,81.2,6.33,1.1,70.1,60.8,1,"Yes",1
"High School","High","Yes","Quiet",5.14,69.5,6.75,0,74.2,73.7,2,"Yes",1
"Bachelor","Medium","Yes","Moderate",4.78,100,7.18,3.4,100,76.2,5,"No",1
"Bachelor","Medium","Yes","Quiet",4.17,96.6,7.44,2.1,76.5,70.3,2,"No",1
"Master","Low","Yes","Moderate",2.69,100,7.73,1.7,100,56.4,2,"No",1
"PhD","Medium","No","Moderate",3.84,69.1,8.74,4.9,73.8,67.8,2,"No",1
"Master","Medium","Yes","Quiet",4.96,92.1,7.9,3.3,88.7,74,4,"Yes",1
"Bachelor","Medium","Yes","Moderate",1.96,71.8,6.94,0,92.1,56.7,1,"Yes",1
"Bachelor","Low","Yes","Moderate",4.7,94.8,6.8,1.8,77.5,77.4,1,"Yes",1
"High School","Medium","No","Noisy",3.72,72.7,4.77,0,68.8,82.5,3,"Yes",1
"High School","Medium","Yes","Noisy",4.41,83.2,4.53,4.9,92.6,46,1,"No",1
"Bachelor","High","Yes","Noisy",4.22,93.9,6.75,0,84,41.6,3,"Yes",1
"Master","High","No","Moderate",4.82,72.2,6.84,4.3,88.3,78.4,2,"Yes",1
"Bachelor","Medium","Yes","Noisy",3.75,82.8,6.4,0.6,57.2,74.7,1,"No",1
"Bachelor","Medium","Yes","Moderate",3.02,100,5.82,2.4,91.6,83.8,1,"No",1
"High School","Medium","Yes","Moderate",2.88,88.6,9.14,3.6,79.2,80.4,3,"No",1
"High School","Low","Yes","Quiet",3.16,71.2,7.92,0,75.1,77.9,3,"No",1
"Master","High","Yes","Noisy",3.48,80.4,8.39,3.2,94.2,70.5,2,"No",1
"High School","Medium","Yes","Quiet",2.4,86.5,6.79,0.6,96.2,53.9,2,"No",1
"Bachelor","Low","Yes","Moderate",3.5,93.5,7.75,4.5,71.9,68.6,3,"No",1
"Bachelor","High","Yes","Moderate",2.22,74,5.34,1.5,100,69.2,5,"No",1
"Bachelor","Medium","Yes","Moderate",3.59,88.5,5.52,2.4,51.7,72.4,4,"No",1
"Bachelor","High","No","Noisy",3.18,76.2,6.79,4.4,80.1,90,0,"No",1
"Bachelor","Low","Yes","Quiet",3.55,70.2,7.02,2.8,70.3,50,3,"Yes",1
"High School","High","Yes","Moderate",3.58,81.1,8.48,1.1,84.5,80.2,4,"No",1
"Bachelor","Medium","Yes","Moderate",2.91,78.8,7.61,0.6,73,67.2,1,"No",1
"Bachelor","High","Yes","Quiet",2.62,98,6.7,3.2,87.7,69,4,"No",1
"High School","Low","Yes","Quiet",1.98,79.9,6.77,3.1,83,68.3,2,"Yes",1
"PhD","Medium","Yes","Noisy",3.43,87.7,6.09,2.5,66.8,84.1,3,"No",1
"Bachelor","Medium","Yes","Moderate",3.22,97.3,7.2,1.8,78.9,75.2,1,"No",1
"High School","Medium","Yes","Moderate",5.69,85.9,6.26,1.6,79.9,63.3,0,"No",1
"Bachelor","High","Yes","Moderate",4.91,81.1,6.82,4.7,68.3,70.6,1,"No",1
"PhD","Low","Yes","Quiet",1.92,95.4,6.93,0,83.1,77.4,2,"No",1
"High School","Low","Yes","Moderate",1.91,83.6,6.69,1.7,86.2,79.8,0,"Yes",1
"High School","Medium","No","Quiet",3.58,77.2,7.25,2.6,79.2,83,1,"No",1
"Master","Medium","Yes","Noisy",2.76,91.3,7.16,3.3,82.8,81,2,"No",1
"Master","Low","Yes","Moderate",2.63,74,6.19,3.3,70,81,4,"Yes",1
"High School","Medium","Yes","Noisy",2.82,95.1,7.22,2.7,75.6,76.6,2,"No",1
"High School","Low","No","Moderate",2.28,94.1,6.86,2.1,87.1,78,2,"No",1
"Master","Low","No","Quiet",2.63,97.6,5.61,2.7,86.8,75.2,3,"No",1
"Bachelor","Medium","Yes","Moderate",3.02,69,7.21,1.5,73.6,78.8,2,"No",1
"High School","High","Yes","Quiet",2.45,100,8.07,1.6,69,75.5,1,"No",1
"High School","Medium","Yes","Noisy",3.79,86,6.96,2.5,87.5,79.4,2,"No",1
"Master","Medium","Yes","Quiet",4.14,79.9,7.84,4.9,71.1,68.5,3,"No",1
"Master","Low","Yes","Moderate",2.94,88.5,5.93,0.5,82.7,67.5,1,"No",1
"Master","Medium","Yes","Moderate",3.63,89.5,5.76,2,96.6,74.8,1,"No",1
"Master","Low","Yes","Quiet",4.22,95.1,8.92,2.4,77.8,86.1,3,"No",1
"High School","High","Yes","Noisy",3.47,72.9,7.47,0,97.5,60.8,1,"No",1
"High School","High","Yes","Quiet",3.46,82.3,5.75,3,93.4,72.7,3,"Yes",1
"High School","Low","Yes","Moderate",2.72,86.1,7.02,1.6,83.5,100,3,"No",1
"Master","Medium","Yes","Quiet",4.46,89,6.73,1.9,62.6,80.1,2,"No",1
"Bachelor","Low","Yes","Noisy",2.34,89.3,5.69,0.4,100,47.4,4,"No",1
"PhD","Medium","Yes","Moderate",4.5,91.8,7.4,1.7,89.2,86.5,5,"No",1
"High School","Medium","Yes","Quiet",3.35,92.1,8.01,3,67.9,57.4,3,"No",1
"PhD","Low","Yes","Moderate",3.96,71.7,9.19,0,95.2,89.1,2,"Yes",1
"Master","High","Yes","Quiet",3.47,97.3,6,0,84.1,63.6,2,"No",1
"High School","Medium","Yes","Moderate",3.48,82.7,6.89,2.1,78.1,91.5,2,"No",1
"Master","Low","Yes","Noisy",5.16,97.5,7.09,2.3,64.1,53.3,2,"No",1
"Master","Medium","Yes","Quiet",3.35,68.4,7.52,1.9,93.5,100,1,"No",1
"Master","Medium","Yes","Noisy",3.34,73.6,6.89,1.5,91.2,71,0,"No",1
"High School","Medium","Yes","Quiet",5,87.7,7.03,5.2,95.5,71.9,2,"No",1
"Bachelor","High","Yes","Moderate",3.57,82.4,7.43,3.2,99.4,87.6,4,"Yes",1
"High School","Low","No","Moderate",3.1,85,8.29,2.3,81.4,75.6,4,"No",1
"High School","Medium","Yes","Quiet",4.01,79.6,6.99,4.5,69.8,67.5,3,"No",1
"High School","High","Yes","Moderate",3.22,68.8,8,5.7,50.5,69.4,1,"Yes",1
"High School","Medium","Yes","Moderate",3.32,89,7.86,2.9,96.5,91.9,3,"Yes",1
"High School","High","Yes","Quiet",3.83,91.1,6.51,0,100,75.9,3,"Yes",1
"High School","Medium","Yes","Quiet",3.46,94.2,9.06,3.1,89.7,74,1,"Yes",1
"Bachelor","High","Yes","Quiet",3.14,77.3,6.81,1.6,54.4,46.6,5,"No",1
"Master","Low","Yes","Quiet",1.8,70.3,7.61,2.8,86.5,84.2,5,"No",1
"High School","Medium","Yes","Quiet",1.86,92,9.4,0,83.4,83.1,1,"No",1
"Master","High","Yes","Quiet",3.13,97.3,4.7,0.8,96.6,75.5,2,"No",1
"Bachelor","Medium","Yes","Quiet",5.04,83.6,7.31,3.3,87.9,80.7,3,"No",1
"Master","High","Yes","Moderate",3.03,79.9,6.43,1.3,53.5,33.1,3,"Yes",1
"Bachelor","High","Yes","Moderate",3.65,88.8,6.97,2.4,85.7,71.9,1,"No",1
"PhD","Medium","Yes","Quiet",2.26,75.2,6.9,1.9,78.2,80,1,"Yes",1
"Bachelor","Medium","Yes","Quiet",2.55,70.3,6.69,1.3,72.5,71.9,3,"No",1
"Bachelor","High","Yes","Moderate",2.92,76.5,6.3,1.2,93,66.1,0,"No",1
"High School","High","Yes","Moderate",4.28,87.5,7.13,2.9,93.4,100,1,"No",1
"High School","Low","Yes","Noisy",4.78,71.2,9.04,2.5,74.6,77.8,0,"No",1
"Bachelor","Medium","Yes","Quiet",4.42,69.2,7.19,0.4,75.3,63.8,1,"No",1
"High School","High","Yes","Quiet",2.83,64.9,7.66,1.2,81.9,68.3,3,"No",1
"High School","Low","Yes","Quiet",3.56,82.5,6.19,1.7,83,71.8,2,"No",1
"Master","Low","Yes","Moderate",4.09,87.7,6.9,2.6,83.1,90.3,1,"No",1
"Bachelor","Low","Yes","Moderate",3.99,84,6.34,3.3,62.8,73.4,2,"No",1
"Bachelor","Medium","Yes","Moderate",2.8,89.7,6.52,4.6,88.5,89.1,3,"Yes",1
"PhD","Low","Yes","Quiet",2.54,100,6.95,1.7,91,92.8,1,"Yes",1
"Bachelor","Medium","Yes","Noisy",4.33,87.4,6.7,3.7,75.6,76.9,0,"No",1
"Bachelor","Medium","Yes","Quiet",2.97,100,7.22,3.3,100,52.3,1,"No",1
"High School","Medium","No","Noisy",3.03,85.8,8.1,1.1,78.5,87.9,0,"Yes",1
"High School","Low","Yes","Quiet",3.62,79.4,8.28,2.5,83.4,84.6,3,"No",1
"Bachelor","Low","Yes","Moderate",3.07,79.5,5.11,3,83.7,64.7,2,"Yes",1
"High School","Low","Yes","Noisy",4.46,77.2,9.02,2.6,80.8,78.7,2,"No",1
"High School","Medium","Yes","Noisy",5.11,87.2,7.42,0.9,94.3,71.3,4,"No",1
"High School","Low","Yes","Moderate",0.8,80.3,6.4,0,87.1,79.6,2,"Yes",1
"Bachelor","Low","No","Quiet",3.96,75.4,5.15,0,66.5,53,1,"No",1
"High School","Low","No","Moderate",2.71,89.2,7.53,3.9,84.6,65.4,0,"No",1
"Bachelor","High","Yes","Moderate",4.24,100,7.36,5.8,99.8,72.3,1,"No",1
"High School","Low","Yes","Moderate",5.88,94.2,6.62,1.2,80.7,67.4,4,"Yes",1
"Bachelor","High","Yes","Noisy",4.22,89.7,8.26,0.8,100,69.1,2,"Yes",1
"High School","Medium","Yes","Noisy",2.81,86,6.48,3.2,90.2,49.8,0,"No",1
"Bachelor","Medium","Yes","Moderate",1.29,81.9,6.12,1.4,100,68.7,2,"No",1
"Master","Low","Yes","Quiet",4.19,100,8.11,2.7,71,70.1,1,"Yes",1
"High School","Medium","Yes","Quiet",3.05,78.7,5.99,3.2,100,73.1,1,"No",1
"Bachelor","Medium","Yes","Noisy",5.25,75.3,4.71,1.4,100,71,2,"Yes",1
"High School","Medium","Yes","Moderate",5.16,77.9,8.09,4.1,75.4,100,2,"No",1
"Bachelor","Medium","Yes","Quiet",3.15,81.1,8.74,1.4,100,57.5,3,"No",1
"Bachelor","Medium","No","Moderate",5.22,81.8,6.39,2,78.9,39.1,1,"No",1
"Bachelor","Medium","Yes","Quiet",1.21,83.1,7.08,3.3,77,61.9,1,"No",1
"High School","High","Yes","Noisy",2.52,82.2,6.36,2.6,88.6,66.8,1,"Yes",1
"Bachelor","Medium","Yes","Quiet",4.06,84.3,7.04,4.2,74.1,72.7,4,"No",1
"High School","Low","Yes","Noisy",3.05,77.9,6.72,0.5,80,78.3,1,"No",1
"Master","Medium","Yes","Quiet",3.53,89.4,4.94,2.8,67.8,80.7,4,"No",1
"High School","Medium","Yes","Moderate",2.23,82.6,7.18,2.3,92.2,45.9,3,"No",1
"Master","Low","Yes","Quiet",3.53,73.2,7.95,0,81.4,59.8,1,"Yes",1
"High School","High","Yes","Quiet",3.28,100,7.97,3.6,87.4,76.6,2,"No",1
"Bachelor","Low","Yes","Noisy",5.44,74.8,7.16,2,67.5,54.8,1,"Yes",1
"High School","Medium","Yes","Moderate",3.63,84.2,6,1.1,94.2,78.6,2,"No",1
"Bachelor","Low","Yes","Quiet",2.91,79.7,7.82,1.4,68,87.6,2,"Yes",1
"Bachelor","Low","Yes","Noisy",5.08,100,6.35,2.6,100,72.7,1,"No",1
"High School","Medium","Yes","Quiet",3.86,86,5.91,2.9,75.4,56.2,3,"No",1
"Bachelor","Medium","Yes","Quiet",1.39,83,7.09,3,95.7,66.4,3,"No",1
"Bachelor","Medium","Yes","Noisy",3.87,71.8,7.93,0,100,98.5,6,"No",1
"PhD","Low","Yes","Quiet",4.48,94.4,7.86,3.8,100,74.8,1,"No",1
"PhD","Medium","No","Quiet",2.27,97.1,7.64,1.5,71.5,88.9,1,"No",1
"Master","Medium","Yes","Quiet",2.48,100,7.02,2.4,100,100,2,"No",1
"Bachelor","High","Yes","Moderate",3.68,87,7.05,2.6,66.5,60.7,2,"Yes",1
"High School","Medium","Yes","Moderate",4.97,76.7,5.78,2.4,80.8,61.9,0,"Yes",1
"Master","Low","Yes","Noisy",4.44,90.5,8.48,0.7,71.3,82.9,5,"No",1
"Bachelor","Low","Yes","Quiet",3.78,90.6,5.48,0.8,83.6,62.8,0,"Yes",1
"Bachelor","High","Yes","Moderate",1.7,78.9,7.24,0.8,74.2,97.8,1,"Yes",1
"High School","Low","Yes","Moderate",3.57,83,7.15,3.6,64.1,55.3,2,"No",1
"High School","High","Yes","Quiet",3.32,66,5.33,0.3,89.8,80.6,1,"No",1
"High School","Medium","Yes","Moderate",3.36,92.4,8.92,3.5,100,78.7,3,"No",1
"Bachelor","Low","Yes","Noisy",3.85,94.5,7.04,2.4,81.3,57.4,2,"No",1
"Master","Medium","Yes","Noisy",2.93,87.6,6.44,0,73.3,79.2,3,"No",1
"PhD","Low","Yes","Noisy",3.7,87.9,5.98,2.6,73.4,87.7,2,"No",1
"High School","High","Yes","Quiet",2.99,79.1,8.68,1.1,95.8,71.7,0,"No",1
"High School","Medium","Yes","Moderate",4.12,81.9,7.02,5.1,87.9,85,5,"Yes",1
"Bachelor","High","Yes","Quiet",4.15,73.3,7.17,0.9,78.1,67,4,"No",1
"Bachelor","Low","Yes","Noisy",4.41,86,8.1,1.4,65.5,70,2,"Yes",1
"Bachelor","Medium","Yes","Moderate",4,67.8,7.62,1.7,83.4,79.5,1,"No",1
"Bachelor","Medium","Yes","Quiet",3.03,72.9,7.19,0,100,74.2,1,"No",1
"Bachelor","Low","Yes","Noisy",3.98,86.3,7.44,3.1,98.5,89.2,2,"No",1
"Master","Medium","Yes","Moderate",4.98,85.7,7.49,3,54.8,39.4,0,"No",1
"Bachelor","Medium","Yes","Quiet",4.99,89.2,8.55,4.3,100,77,1,"No",1
"High School","Medium","Yes","Noisy",4.26,75.9,6.84,1.1,74.2,50.2,1,"No",1
"High School","Low","Yes","Quiet",3.32,95,7.2,1.9,79.5,81.4,2,"No",1
"PhD","Medium","Yes","Moderate",3.63,98.2,7.41,1.9,67.8,80.3,2,"No",1
"High School","Low","No","Moderate",3.28,96.9,7.4,0.9,68.9,66.2,3,"Yes",1
"High School","High","Yes","Quiet",3.92,90,6.91,2.4,82.3,74.5,1,"No",1
"High School","High","Yes","Moderate",2.72,92.6,6.74,0.5,58.2,50,2,"Yes",1
"Bachelor","Medium","Yes","Noisy",1.81,95.2,8.15,1.5,83,36,1,"No",1
"Master","Low","Yes","Quiet",2.33,92.3,6.73,0.1,73.6,70.6,3,"No",1
"PhD","Medium","Yes","Moderate",3.03,91.9,6.73,4.5,83.6,73.2,2,"No",1
"Bachelor","Low","Yes","Moderate",4.8,61.3,9.19,0.6,84.7,64.3,2,"Yes",1
"PhD","Medium","Yes","Quiet",4.42,91.1,7.18,5.7,100,71,2,"No",1
"High School","Low","Yes","Moderate",2.59,72.5,6.72,5.3,76.4,91.7,1,"No",1
"High School","Low","Yes","Moderate",3.25,84.6,5.82,1.9,40.8,71,2,"No",1
"Master","Medium","Yes","Noisy",3.26,70.2,5.58,4.1,91.9,61.6,2,"No",1
"Master","Low","Yes","Moderate",4.34,79.4,5.84,2.4,85.1,66.7,3,"Yes",1
"High School","Medium","No","Quiet",2.74,87.9,6.54,0.5,88.8,63.1,2,"Yes",1
"High School","High","Yes","Quiet",4.8,78.8,6.55,1.3,73.6,64.6,5,"No",1
"PhD","High","Yes","Quiet",3.79,80.8,6.28,3.6,70,71.6,2,"No",1
"Bachelor","Low","Yes","Quiet",3.04,100,6.99,2.9,80.8,60.9,2,"Yes",1
"Bachelor","High","Yes","Noisy",2.63,70.5,6.6,0.7,75.8,81.5,3,"No",1
"Bachelor","Low","No","Moderate",5.52,75.3,7.27,0.7,87,54.5,3,"Yes",1
"Master","Low","Yes","Quiet",2.9,92.9,6.98,0,79.3,68.7,1,"Yes",1
"Bachelor","High","No","Quiet",2.5,96.3,8.83,5.4,87.5,74.7,2,"Yes",1
"High School","Low","Yes","Moderate",6.14,69.5,7.95,1.1,100,59.4,2,"No",1
"Bachelor","Low","Yes","Quiet",1.46,85,7.2,1.2,84.1,64,3,"Yes",1
"Master","Medium","Yes","Quiet",3.94,83.3,5.71,0,54.2,81.9,3,"Yes",1
"Bachelor","Medium","Yes","Moderate",3.93,95.3,7.2,1.7,100,58.9,0,"Yes",1
"Bachelor","Medium","Yes","Quiet",4.51,85.5,5.44,6,83.9,52.8,0,"No",1
"Master","Medium","Yes","Moderate",3.67,83.5,7.27,2.2,46.7,73,2,"No",1
"High School","Medium","Yes","Noisy",4.47,98.8,7.27,0.9,98.5,57.6,4,"Yes",1
"High School","Low","Yes","Noisy",5.33,96.9,8.86,1.5,75.1,95.5,4,"Yes",1
"High School","High","Yes","Moderate",2.56,83,6.67,0.6,71.7,35.8,1,"Yes",1
"Bachelor","High","Yes","Moderate",3.91,75.8,8.61,1.5,76.9,99.4,3,"No",1
"High School","Medium","Yes","Noisy",1.9,73.7,7.56,3.1,81.8,100,1,"Yes",1
"Bachelor","High","No","Quiet",4.27,98.5,8.36,2.7,74.2,86.2,0,"No",1
"Bachelor","High","Yes","Noisy",4.27,91.6,7.05,3,97,63.7,1,"No",1
"Bachelor","Medium","No","Moderate",2.76,100,6.24,2.2,86.5,55.9,2,"No",1
"Bachelor","High","Yes","Quiet",3.56,81.1,7.27,1.4,81.2,75.1,1,"No",1
"PhD","Low","Yes","Moderate",5,71.4,7.95,1.1,59.2,56.1,3,"No",1
"Bachelor","Medium","Yes","Quiet",4.04,82.1,6.5,3.6,81,91.7,2,"Yes",1
"PhD","High","Yes","Moderate",3.51,72.5,6.8,1.8,95.8,71.6,1,"No",1
"High School","Medium","Yes","Moderate",2.01,80.9,6.75,2.4,85,69.1,4,"No",1
"Master","Low","Yes","Moderate",3.26,100,7.06,2.4,75.2,63.7,4,"Yes",1
"High School","Low","Yes","Quiet",1.71,97.1,7.13,4.7,58.5,52.5,2,"Yes",1
"Bachelor","Low","Yes","Quiet",3.79,70.7,8.02,2.2,86.8,61.1,1,"No",1
"Bachelor","Medium","Yes","Quiet",4.62,88.5,5.31,4,100,37.3,2,"Yes",1
"Bachelor","Low","Yes","Moderate",3,93.8,8.33,0.9,100,74.2,2,"No",1
"Bachelor","Medium","Yes","Moderate",1.87,80,7.02,2.3,88.7,55.5,4,"Yes",1
"Master","Medium","Yes","Moderate",6.26,76.8,4.47,1.2,91.2,60.8,1,"Yes",1
"PhD","Low","Yes","Quiet",4.11,72.6,8.92,2.7,84.5,45,3,"Yes",1
"Master","Medium","Yes","Moderate",3.62,87,7.59,0,79.5,63,1,"No",1
"Bachelor","High","Yes","Quiet",3.61,100,7.71,2.3,92.6,65.1,1,"No",1
"High School","Low","Yes","Noisy",2.3,74,7.84,2.7,62.8,71.5,2,"Yes",1
"High School","Low","Yes","Quiet",2.96,94.1,7.28,1.1,73.8,26.5,2,"No",1
"High School","High","Yes","Quiet",3.67,89.4,6.49,2.5,79.7,84.5,1,"No",1
"Bachelor","High","Yes","Moderate",4.29,100,6.87,3.2,82.4,66.5,3,"No",1
"Bachelor","High","Yes","Moderate",4.68,55.7,7.69,5.5,79.1,43.3,2,"Yes",1
"Master","Low","Yes","Moderate",5.12,94.5,7.83,2.2,88.7,78.7,1,"Yes",1
"High School","Low","Yes","Moderate",2.83,91.9,7.36,3.4,95.1,66.5,2,"No",1
"High School","Medium","Yes","Noisy",4.79,78.5,5.99,2.2,64.2,83.3,3,"No",1
"PhD","Medium","Yes","Quiet",3.45,84.3,7.65,1.7,88.3,58.8,2,"Yes",1
